cellsR,Acta2,Adamtsl2,Adgre1,Adgrg6,Atp6v0d2,Axl,C5ar1,Ccr2,Ccr7,Cd14,Cd19,Cd207,Cd209a,Cd36,Cd3e,Cd5l,Cd79a,Cd9,Chil3,Clec10a,Clec4f,Clec9a,Clic5,Col1a1,Colec11,Cox6a2,Cx3cr1,Cxcl12,Cyp2e1,Dcn,Des,Dpt,Epcam,F13a1,Fcgr1,Flt3,Flt4,Fn1,Folr2,Gdf15,Ghr,Gja5,Gls2,Glul,Gpnmb,Grip1,Hal,Hgf,Igfbp3,Itgae,Itgax,Itgb7,Krt19,Lgr5,Lhx6,Lilra5,Lpl,Lyve1,Mafb,Marco,Mfap4,Mgl2,Mmp12,Mmrn1,Ms4a7,Msln,Myh11,Ncam1,Ngfr,Nrxn1,Olfml3,Pck1,Pdgfra,Pdgfrb,Pecam1,Plpp1,Prox1,Reln,Rspo3,Sds,Sept3,Siglech,Sirpa,Slc40a1,Sox9,Spn,Spon2,Spp1,Stab2,Svep1,Timd4,Tmem119,Trem2,Upk3b,Vsig4,Vwf,Wnt2,Wnt9b,Wt1,Xcr1,X,Y
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,2,269,2,0,0,0,1,0,0,0,220,0,0,74,0,12,3,0,0,26,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,238,0,0,1,0,14,0,0,10,0,0,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8804.94130675526,400.0454042081949
63,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,1,411,10,0,0,0,0,0,0,0,29,1,4,29,0,0,4,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,28,0,0,3,0,4,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10037.043557168785,399.56805807622504
64,0,5,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,1,18,1,0,0,1,139,8,0,0,0,0,0,0,0,117,0,0,47,0,12,1,0,0,11,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,0,191,0,2,0,0,2,1,0,13,0,0,1,4,1,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,8315.873544093178,407.9517470881864
65,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,1,6,0,0,3,111,4,0,0,0,0,0,0,0,163,0,0,61,0,7,4,0,0,15,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,6,0,0,184,0,0,1,0,22,3,0,3,0,0,1,10,5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,8654.907523510972,430.5626959247649
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,9,0,0,0,0,0,0,0,0,4,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7741.148148148148,368.8703703703704
67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,307,0,0,0,0,0,0,0,0,158,0,2,38,0,8,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,215,0,0,0,0,22,0,0,0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8063.213468869123,431.4663278271919
68,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,989,3,0,0,0,0,0,0,1,60,0,4,38,0,0,82,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,14,0,0,95,0,2,4,3,7,2,0,0,0,0,2,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,9793.320271288621,418.9638281838734
69,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,5,0,0,1,0,0,0,3,0,0,0,558,7,0,0,0,0,0,0,2,100,0,2,52,0,6,2,0,0,8,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,7,0,0,226,0,0,1,1,11,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9098.331678252234,440.9314796425025
70,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,204,14,0,0,0,0,0,0,0,9,0,1,10,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,10129.559027777777,425.16319444444446
71,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,3,0,0,0,472,2,0,0,0,0,0,0,12,25,0,4,26,0,1,27,0,0,0,1,3,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,10,0,0,52,0,0,15,17,7,0,0,0,0,0,8,3,1,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,10258.01652892562,428.43526170798896
72,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,104,0,0,0,0,0,0,0,0,26,0,0,15,0,5,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,35,0,1,0,0,3,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7711.568075117371,477.03286384976525
73,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,3,0,0,0,0,0,0,1,52,0,0,0,0,0,0,0,0,75,0,2,29,0,14,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,144,0,0,0,1,9,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8187.918994413408,446.1480446927374
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,2,22,3,0,0,0,0,0,0,0,108,0,2,34,0,7,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,132,0,0,0,0,15,2,1,2,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8502.73076923077,457.96153846153845
75,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,3,568,0,0,0,0,0,0,0,0,65,0,1,60,0,2,13,0,0,4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,67,0,0,1,1,12,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9457.136919315404,439.6295843520782
76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,652,8,0,0,0,1,0,0,3,60,0,3,38,0,1,8,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,7,0,0,88,0,0,2,2,11,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,9587.983498349835,482.33003300330034
77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,3,292,6,0,0,0,0,0,0,5,153,0,0,41,0,10,5,0,0,8,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,147,0,0,3,0,18,1,0,2,0,0,0,9,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,8927.256164383562,471.6465753424658
78,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,2,0,0,0,289,6,1,0,0,0,0,0,7,11,0,1,9,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,9,6,2,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,10102.257575757576,483.35858585858585
79,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,5,0,0,7,657,4,0,0,0,0,0,0,1,87,0,3,43,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,0,8,0,0,98,0,0,2,1,10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,9332.844936708861,441.0126582278481
80,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,559,0,0,0,0,0,0,0,0,40,0,2,21,0,0,5,0,0,0,1,1,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,76,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10431.770919067216,468.5733882030178
81,0,0,2,0,3,3,1,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,4,11,0,0,2,587,20,1,0,0,0,0,0,2,168,0,1,92,0,14,11,0,0,14,0,5,0,0,0,0,1,0,0,0,0,2,0,0,1,2,0,0,0,0,0,4,1,0,218,1,0,4,1,17,2,0,2,0,0,0,10,4,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,7814.231209150327,509.64133986928107
82,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,4,0,0,4,534,5,1,0,0,0,0,0,2,24,0,1,28,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,72,2,0,1,0,10,2,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10654.55205479452,494.0904109589041
83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,434,0,0,0,0,0,0,0,0,26,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9925.932301740813,490.5667311411992
84,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,8,0,5,0,0,7,0,0,0,2,0,0,2,96,0,0,0,0,0,0,0,2,145,0,1,30,0,15,4,0,0,25,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,1,0,6,0,0,177,0,0,6,0,14,0,0,8,0,0,0,7,1,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,8242.896729776248,510.28743545611013
85,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,462,0,0,0,0,0,0,0,0,28,0,2,15,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,35,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10352.392426850258,490.3511187607573
86,0,1,1,0,1,7,0,0,0,0,0,0,0,2,0,8,0,1,0,0,13,0,0,0,3,0,0,0,75,14,0,0,0,0,0,0,1,101,0,0,30,0,9,2,0,0,12,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,89,3,0,1,0,16,0,1,5,0,0,3,9,1,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0,8412.851063829787,514.5886524822695
87,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,442,0,0,0,0,0,0,0,0,18,0,1,14,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10010.650283553876,508.33459357277883
88,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,4,0,0,0,341,6,0,0,0,0,0,0,9,21,0,3,23,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,38,0,2,19,13,7,1,0,0,0,0,7,2,0,0,1,0,30,0,0,0,0,0,0,0,4,0,0,0,9668.21592920354,493.53805309734514
89,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,4,0,4,0,50,8,0,2,0,0,1,0,0,13,0,3,9,0,2,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8,0,0,6,0,0,35,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7506.005747126437,517.7701149425287
90,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,13,0,11,0,0,14,0,0,0,2,0,0,3,442,1,1,0,0,0,0,0,1,199,0,4,77,0,21,8,0,0,17,0,0,0,1,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,1,0,16,0,0,191,1,0,2,0,34,1,0,2,0,0,0,10,5,0,4,0,2,0,0,0,0,0,5,0,0,0,0,0,8027.675724637681,528.8967391304348
91,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,0,1,1,24,27,0,1,0,0,0,0,0,20,0,0,13,0,2,1,0,0,7,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,68,0,7,0,1,1,3,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7573.153846153846,518.6289592760181
92,0,0,10,0,3,3,0,0,0,0,0,2,0,0,0,13,0,0,0,1,31,1,0,0,2,0,0,2,435,2,0,0,0,0,0,0,0,60,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,0,0,0,0,0,0,0,0,0,2,0,0,60,0,0,2,0,17,0,0,0,0,0,1,6,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,9303.022922636103,538.7005730659026
93,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,3,285,0,0,0,0,0,0,0,1,91,0,2,41,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,254,0,0,1,3,12,0,0,0,2,0,1,1,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,7651.554945054945,535.7664835164835
94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,24,0,5,21,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,38,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10201.028634361233,523.4361233480176
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,61,0,0,22,0,7,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,68,0,0,0,0,9,1,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8586.854271356784,546.7286432160804
96,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,0,0,1,376,8,0,0,0,0,0,0,0,9,0,0,7,0,0,101,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,0,0,3,0,4,11,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,2,0,2,0,0,0,10486.169491525423,559.235593220339
97,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,5,0,0,0,11,0,0,3,168,16,0,0,0,0,0,0,2,39,0,1,17,0,4,0,0,0,4,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,8,0,0,106,0,0,9,5,2,1,1,1,0,0,3,4,1,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,9020.623348017622,542.6806167400881
98,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,48,8,0,3,0,0,0,0,0,17,0,5,5,0,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,1,8,0,0,26,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,7293.766871165644,542.7975460122699
99,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,710,0,0,0,0,0,0,0,0,61,0,1,45,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,7,0,0,65,0,0,0,0,17,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9827.836363636363,563.4245989304812
100,0,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,3,0,0,3,0,0,1,3,0,1,7,18,0,0,0,0,0,0,0,3,125,0,2,44,0,8,2,0,0,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,130,0,0,2,1,11,0,0,13,0,0,0,6,0,0,0,0,8,0,0,0,0,0,3,0,1,0,0,0,8675.480725623584,584.8888888888889
101,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,1,0,0,2,250,2,0,1,0,0,0,0,0,127,0,0,39,0,7,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,134,0,0,0,0,9,0,0,3,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7468.269102990033,594.8388704318937
102,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0,307,5,0,0,0,0,0,0,7,16,0,4,21,0,0,65,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,0,24,0,0,9,15,3,2,0,0,0,0,1,1,0,0,0,0,29,0,0,0,0,0,0,0,3,0,0,0,10116.768518518518,570.7555555555556
103,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,435,0,0,0,0,0,0,0,1,20,0,1,22,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3,5,3,0,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10260.027914614122,590.5500821018062
104,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,625,1,0,0,0,0,0,0,0,65,0,0,38,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,74,0,0,1,0,10,2,0,0,0,0,0,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,9683.485748218527,586.2565320665083
105,0,0,0,0,5,5,1,0,0,0,0,1,0,2,0,14,0,2,0,0,8,2,0,0,5,0,0,7,42,7,1,0,0,1,0,0,3,204,0,4,47,0,15,1,0,0,31,1,2,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,14,0,0,335,1,0,5,6,11,0,0,32,0,0,3,11,2,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,8801.084606345476,577.1339600470035
106,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,202,6,0,0,0,0,0,0,12,8,0,2,12,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,22,0,0,11,17,1,0,0,0,0,0,5,0,0,0,0,0,42,0,0,0,0,0,0,0,2,1,0,0,9978.035135135135,583.3054054054054
107,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,338,2,0,0,0,0,0,0,7,12,0,1,10,0,1,104,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,21,0,0,3,11,0,0,0,0,0,0,1,0,1,0,0,0,27,0,0,0,0,0,0,0,1,0,0,0,10568.772972972973,575.9837837837838
108,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,4,0,0,2,683,1,0,0,0,0,0,0,0,120,0,3,87,0,10,5,0,0,14,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,202,0,0,1,1,24,1,0,1,1,0,0,10,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,9172.393964794635,568.2875104777871
109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,15,0,0,2,122,42,1,0,0,0,0,0,2,70,0,1,30,0,7,3,0,0,14,10,10,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,6,1,0,121,1,1,1,0,10,13,0,3,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8964.161676646707,600.7744510978044
110,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,10,0,4,0,0,2,0,0,0,2,0,0,2,5,1,0,0,0,0,0,0,1,100,0,0,24,0,11,2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,0,1,0,0,148,0,0,2,0,9,0,0,19,0,0,2,8,4,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,8190.2525,584.0
111,0,3,6,0,0,7,0,4,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,9,3,0,2,1,186,2,0,2,0,0,0,0,0,104,0,0,28,0,6,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,5,0,0,124,0,0,0,0,11,2,0,0,0,0,11,0,1,0,2,0,0,0,0,4,1,0,0,0,0,0,1,0,7404.968518518518,610.8444444444444
112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,635,0,0,0,0,3,0,0,0,107,0,1,44,0,7,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,9,0,0,94,0,0,0,1,16,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9417.848614072494,594.9072494669509
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,2,438,6,0,0,0,0,0,0,0,10,0,0,14,0,0,328,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,30,0,0,3,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10365.658479532163,625.3450292397661
114,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,26,0,0,0,0,14,1,0,0,3,0,0,2,2,0,0,0,0,0,0,0,1,100,0,1,24,0,8,1,0,0,21,0,1,2,0,0,0,0,0,1,3,1,2,0,0,0,2,0,0,0,1,0,0,0,0,310,0,0,1,1,2,0,0,14,1,0,6,9,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8134.152097902098,646.9230769230769
115,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,2,11,1,0,0,0,89,23,0,8,0,0,0,0,0,44,0,3,15,0,3,3,0,0,6,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,5,0,1,3,0,0,95,3,4,0,1,7,2,0,0,0,0,0,2,0,0,2,0,0,1,0,3,0,0,0,0,0,0,3,0,7215.828729281768,639.1740331491712
116,0,2,4,0,0,4,0,0,0,0,0,1,0,1,0,9,0,4,0,0,33,1,1,1,13,0,1,1,35,30,1,0,0,0,0,0,1,112,1,1,42,0,12,0,0,0,14,10,10,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,5,2,0,158,0,1,3,2,10,5,0,12,0,0,7,14,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8496.584327086883,630.4310051107325
117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,2,39,0,1,0,0,0,0,0,1,56,0,3,29,0,7,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,268,0,0,1,0,11,0,0,25,0,0,0,5,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,7566.335403726708,643.1780538302278
118,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,468,40,0,0,0,0,0,0,0,27,0,2,29,0,0,6,0,0,0,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,1,43,1,1,1,2,4,11,0,0,0,1,2,5,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,9884.585651537336,679.307467057101
119,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,2,23,2,1,0,0,0,0,0,2,102,0,1,25,0,11,5,0,0,27,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,218,0,0,5,1,4,0,0,18,1,0,1,6,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,7655.206315789474,648.3936842105263
120,0,0,1,0,2,3,0,0,0,0,0,0,0,2,0,13,0,13,0,0,9,0,1,0,4,0,0,5,9,9,2,0,0,0,1,0,4,210,0,2,73,0,31,3,0,0,43,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,4,0,0,541,1,0,2,2,14,1,0,43,0,0,4,16,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,8303.733086190918,648.4578313253012
121,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,28,0,0,6,241,50,0,0,0,0,0,0,2,53,0,2,33,0,3,2,0,0,16,12,11,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,13,4,0,72,2,1,0,1,7,7,1,5,0,0,0,7,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,9264.903436988543,652.328968903437
122,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,1,3,0,0,1,132,11,0,1,0,0,0,0,0,19,0,0,14,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,0,0,4,2,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9470.718367346939,645.5020408163265
